,ID,DISPLAY_FIRST_LAST,BIRTHDATE,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,POSITION,TEAM_ID,DRAFT_YEAR,PTS,AST,REB
623,76341,Chet Carlisle,1916-11-02T00:00:00,USA,77.0,195.0,0,Forward,1610610025,Undrafted,5.0,0.3,
624,2367,Geno Carlisle,1976-08-13T00:00:00,USA,75.0,200.0,0,Guard,0,Undrafted,1.3,0.2,0.2
625,76342,Rick Carlisle,1959-10-27T00:00:00,USA,77.0,210.0,4,Guard,1610612738,1984,2.2,1.1,0.8
626,76343,Al Carlson,1951-09-17T00:00:00,USA,83.0,235.0,0,Center,1610612760,Undrafted,2.6,0.5,2.6
627,76344,Don Carlson,1921-03-22T00:00:00,USA,72.0,170.0,3,Guard,1610612747,Undrafted,8.0,1.8,1.7
628,76345,Bob Carney,1932-08-03T00:00:00,USA,75.0,170.0,0,Center,1610612747,1954,3.6,0.8,2.4
629,200760,Rodney Carney,1984-04-05T00:00:00,USA,79.0,205.0,4,Forward,0,2006,5.9,0.4,2.0
630,76346,Bob Carpenter,1917-11-06T00:00:00,USA,77.0,200.0,1,Forward,1610612765,Undrafted,7.7,1.4,4.1
631,156,Antoine Carr,1961-07-23T00:00:00,USA,81.0,225.0,15,Forward,0,1983,9.3,1.1,3.4
632,76348,Austin Carr,1948-03-10T00:00:00,USA,76.0,200.0,9,Guard,1610612739,1971,15.4,2.8,2.9
633,713,Chris Carr,1974-03-12T00:00:00,USA,78.0,220.0,6,Guard,0,1995,6.7,1.0,2.2
634,1757,Cory Carr,1975-12-05T00:00:00,USA,76.0,210.0,0,Guard,1610612741,1998,4.1,1.6,1.2
635,76350,Kenny Carr,1955-08-15T00:00:00,USA,79.0,220.0,9,Forward,1610612757,1977,11.6,1.4,7.4
636,76351,M.L. Carr,1951-01-09T00:00:00,USA,78.0,205.0,8,Forward,1610612738,1973,9.7,1.8,4.3
637,76352,Bob Carrington,1953-07-03T00:00:00,USA,78.0,195.0,1,Guard,1610612751,1976,8.2,1.5,2.3
638,201960,DeMarre Carroll,1986-07-27T00:00:00,USA,78.0,215.0,11,Forward,1610612745,2009,8.9,1.3,4.2
639,76353,Joe Barry Carroll,1958-07-24T00:00:00,USA,84.0,225.0,9,Center,1610612744,1980,17.7,1.8,7.7
640,2679,Matt Carroll,1980-08-28T00:00:00,USA,78.0,212.0,9,Guard,0,Undrafted,6.6,0.7,1.9
641,1131,Jimmy Carruth,1969-11-04T00:00:00,USA,82.0,265.0,0,Forward,0,Undrafted,1.3,0.0,1.0
642,1853,Anthony Carter,1975-06-16T00:00:00,USA,73.0,190.0,13,Guard,0,Undrafted,4.8,3.8,2.1
643,76355,Butch Carter,1958-06-11T00:00:00,USA,77.0,180.0,5,Guard,1610612754,1980,8.7,1.9,1.5
644,76356,Fred Carter,1945-02-14T00:00:00,USA,75.0,185.0,7,Guard,1610612755,1969,15.2,3.5,3.9
645,76357,George Carter,1944-01-18T00:00:00,USA,76.0,210.0,0,Forward,1610612765,1967,3.0,1.0,0.0
646,76358,Howard Carter,1961-10-26T00:00:00,USA,77.0,215.0,1,Guard,1610612743,1983,5.3,1.1,1.3
647,76359,Jake Carter,1924-07-25T00:00:00,USA,76.0,195.0,0,Forward,1610610027,1948,3.4,1.0,
648,1628975,Jevon Carter,1995-09-14T00:00:00,USA,73.0,200.0,2,Guard,1610612756,2018,2.8,1.1,1.1
649,2466,Maurice Carter,1976-10-12T00:00:00,USA,77.0,210.0,1,Guard,1610612740,Undrafted,4.2,0.4,1.1
650,76360,Reggie Carter,1957-10-10T00:00:00,USA,75.0,175.0,1,Guard,1610612752,1979,3.5,1.5,1.2
651,76361,Ron Carter,1956-08-31T00:00:00,USA,77.0,190.0,1,Guard,1610612747,1978,3.0,0.6,1.1
652,1713,Vince Carter,1977-01-26T00:00:00,USA,78.0,220.0,22,Guard-Forward,1610612737,1998,16.7,3.1,4.3
653,1628976,Wendell Carter Jr.,1999-04-16T00:00:00,USA,82.0,270.0,2,Center-Forward,1610612741,2018,11.0,2.2,7.8
654,203487,Michael Carter-Williams,1991-10-10T00:00:00,USA,77.0,190.0,7,Guard,1610612753,2013,9.0,4.3,4.6
655,76362,Bill Cartwright,1957-07-30T00:00:00,USA,85.0,245.0,14,Center,1610612752,1979,13.2,1.4,6.3
656,76363,Jay Carty,1941-07-04T00:00:00,USA,79.0,220.0,0,Forward,1610612747,1962,2.7,0.4,2.1
657,1627936,Alex Caruso,1994-02-28T00:00:00,USA,76.0,186.0,3,Guard,1610612747,Undrafted,5.8,2.4,2.9
658,76364,Cornelius Cash,1952-03-03T00:00:00,USA,80.0,215.0,0,Forward,1610612765,1975,3.5,0.2,2.7
659,208,Sam Cassell,1969-11-18T00:00:00,USA,75.0,185.0,15,Guard,1610612749,1993,15.7,6.0,3.2
660,201956,Omri Casspi,1988-06-22T00:00:00,Israel,81.0,225.0,9,Forward,0,2009,7.9,1.1,4.0
661,76365,Harvey Catchings,1951-09-02T00:00:00,USA,81.0,218.0,10,Center,1610612749,1974,3.2,0.8,5.0
662,767,Terry Catledge,1963-08-22T00:00:00,USA,80.0,220.0,7,Forward,1610612764,1985,12.7,0.9,6.4
663,76367,Sid Catlett,1948-04-18T00:00:00,USA,78.0,230.0,0,Forward,1610612758,1971,0.7,0.1,0.4
664,1509,Kelvin Cato,1974-08-26T00:00:00,USA,83.0,275.0,10,Center,1610612745,1997,5.5,0.5,5.3
665,76368,Bobby Cattage,1958-08-17T00:00:00,USA,81.0,250.0,1,Forward,1610612762,1981,3.1,0.1,1.4
666,1626161,Willie Cauley-Stein,1993-08-18T00:00:00,USA,84.0,240.0,5,Center,1610612742,2015,5.5,0.7,4.3
667,1628505,Troy Caupain,1995-11-29T00:00:00,USA,76.0,210.0,1,Guard,1610612753,Undrafted,2.5,1.0,0.8
668,190,Duane Causwell,1968-05-31T00:00:00,USA,84.0,255.0,11,Center,1610612758,1990,4.9,0.4,4.2
669,1628463,Tyler Cavanaugh,1994-02-09T00:00:00,USA,81.0,238.0,2,Forward,1610612762,Undrafted,3.8,0.6,2.7
670,76370,Ron Cavenall,1959-04-30T00:00:00,USA,85.0,230.0,1,Center,1610612752,Undrafted,1.4,0.3,2.9
671,76,Cedric Ceballos,1969-08-02T00:00:00,USA,79.0,220.0,10,Forward,1610612756,1990,14.3,1.2,5.3
672,1911,John Celestand,1977-03-06T00:00:00,USA,75.0,190.0,1,Guard,1610612747,1999,2.3,1.3,0.7
673,76373,Al Cervi,1917-02-12T00:00:00,USA,71.0,170.0,3,Guard,1610612755,Undrafted,7.9,3.2,1.8
674,2763,Lionel Chalmers,1980-11-10T00:00:00,USA,72.0,180.0,1,Guard,1610612746,2004,3.1,1.4,0.9
675,201596,Mario Chalmers,1986-05-19T00:00:00,USA,74.0,190.0,8,Guard,1610612748,2008,8.9,3.7,2.5
676,76374,Bill Chamberlain,1949-12-16T00:00:00,USA,78.0,188.0,0,Forward,1610612756,1972,5.5,1.3,2.9
677,76375,Wilt Chamberlain,1936-08-21T00:00:00,USA,85.0,250.0,13,Center,1610612744,1959,30.1,4.4,22.9
678,76376,Jerry Chambers,1943-07-18T00:00:00,USA,77.0,185.0,3,Forward,1610612756,1966,8.1,0.8,3.1
679,1472,Tom Chambers,1959-06-21T00:00:00,USA,82.0,220.0,15,Forward,0,1981,18.1,2.1,6.1
680,76378,Mike Champion,1964-04-05T00:00:00,USA,82.0,230.0,0,Forward,1610612760,Undrafted,0.0,0.0,0.0
681,2199,Tyson Chandler,1982-10-02T00:00:00,USA,84.0,235.0,19,Center,1610612745,2001,8.2,0.8,9.0
682,201163,Wilson Chandler,1987-05-10T00:00:00,USA,80.0,235.0,12,Forward,1610612751,2007,12.5,1.8,5.3
683,76379,Don Chaney,1946-03-22T00:00:00,USA,77.0,210.0,10,Guard,1610612738,1968,8.4,2.1,3.9
684,76380,John Chaney,1920-02-29T00:00:00,USA,75.0,185.0,0,Forward,1610610033,Undrafted,4.4,1.3,
685,364,Rex Chapman,1967-10-05T00:00:00,USA,76.0,185.0,11,Guard,0,1988,14.6,2.7,2.5
686,76382,Len Chappell,1941-01-31T00:00:00,USA,80.0,240.0,8,Forward,1610612752,1962,9.5,0.7,5.3
687,76383,Ken Charles,1951-07-10T00:00:00,USA,75.0,180.0,4,Guard,1610612746,1973,8.5,2.5,2.0
688,76384,Lorenzo Charles,1963-11-25T00:00:00,USA,79.0,225.0,0,Forward,1610612737,1985,3.4,0.2,1.1
689,1629147,Joe Chealey,1995-11-01T00:00:00,USA,76.0,190.0,1,Guard,0,Undrafted,0.8,0.4,0.0
690,384,Calbert Cheaney,1971-07-17T00:00:00,USA,79.0,210.0,12,Guard-Forward,1610612764,1993,9.5,1.7,3.2
691,1629597,Zylan Cheatham,1995-11-17T00:00:00,USA,77.0,220.0,1,Forward,1610612740,Undrafted,3.0,0.8,2.3
692,76385,Maurice Cheeks,1956-09-08T00:00:00,USA,73.0,180.0,14,Guard,1610612755,1978,11.1,6.7,2.8
693,76386,Phil Chenier,1950-10-30T00:00:00,USA,75.0,180.0,9,Guard,1610612764,Undrafted,17.2,3.0,3.6
694,203805,Will Cherry,1991-02-08T00:00:00,USA,,,1,,0,Undrafted,1.9,1.0,0.6
695,76387,Derrick Chievous,1967-07-03T00:00:00,USA,79.0,195.0,2,Forward,1610612745,1988,7.1,0.7,2.4
696,432,Pete Chilcutt,1968-09-14T00:00:00,USA,82.0,245.0,8,Forward,1610612763,1991,4.3,0.8,3.3
697,2735,Josh Childress,1983-06-20T00:00:00,USA,80.0,210.0,9,Forward-Guard,0,2004,9.1,1.6,4.7
698,719,Randolph Childress,1972-09-21T00:00:00,USA,74.0,188.0,1,Guard,0,1995,2.4,1.0,0.5
699,164,Chris Childs,1967-11-20T00:00:00,USA,75.0,195.0,8,Guard,1610612752,Undrafted,6.9,4.9,2.4
700,1629185,Chris Chiozza,1995-11-21T00:00:00,USA,71.0,175.0,2,Guard,1610612751,Undrafted,3.5,2.4,1.1
701,76391,Leroy Chollet,1925-03-05T00:00:00,USA,74.0,190.0,1,Forward,1610612755,Undrafted,2.9,0.8,1.1
702,76392,Jim Chones,1949-11-30T00:00:00,USA,83.0,220.0,7,Center,1610612739,1973,12.3,1.7,8.3
703,1627737,Marquese Chriss,1997-07-02T00:00:00,USA,81.0,240.0,4,Forward,1610612744,2016,6.5,1.0,6.5
704,76393,Fred Christ,1930-08-06T00:00:00,USA,76.0,210.0,0,Guard,1610612752,Undrafted,3.3,1.2,1.3
705,76394,Cal Christensen,1927-06-08T00:00:00,USA,77.0,210.0,4,Forward,1610612758,1950,5.2,1.6,5.5
706,76395,Bob Christian,1944-05-11T00:00:00,USA,82.0,255.0,3,Center,1610612737,1969,3.8,0.8,4.1
707,57,Doug Christie,1970-05-09T00:00:00,USA,78.0,205.0,14,Guard-Forward,0,1992,11.2,3.6,4.1
708,202091,Dionte Christmas,1986-09-15T00:00:00,USA,,,1,,0,Undrafted,2.3,0.3,1.2
709,1626176,Rakeem Christmas,1991-12-01T00:00:00,USA,81.0,250.0,2,Forward,1610612754,2015,2.1,0.1,1.9
710,203902,Semaj Christon,1992-11-01T00:00:00,USA,75.0,190.0,1,Guard,1610612760,2014,2.9,2.0,1.4
711,203565,Patrick Christopher,1988-06-03T00:00:00,USA,,,0,,0,Undrafted,1.5,0.0,1.5
712,928,Robert Churchwell,1972-02-20T00:00:00,USA,78.0,195.0,0,Forward,1610612744,Undrafted,1.5,0.3,0.8
713,76397,Archie Clark,1941-07-15T00:00:00,USA,74.0,175.0,9,Guard,1610612755,1966,16.3,4.8,3.3
714,76398,Carlos Clark,1960-08-10T00:00:00,USA,76.0,210.0,1,Guard,1610612738,1983,2.4,0.7,0.9
715,201947,Earl Clark,1988-01-17T00:00:00,USA,82.0,234.0,5,Forward,1610612753,2009,4.4,0.5,3.0
716,1629109,Gary Clark,1994-11-16T00:00:00,USA,78.0,225.0,2,Forward,1610612753,Undrafted,3.4,0.9,3.2
717,203546,Ian Clark,1991-03-07T00:00:00,USA,75.0,175.0,6,Guard,1610612740,Undrafted,5.6,1.2,1.3
718,1721,Keon Clark,1975-04-16T00:00:00,USA,83.0,221.0,6,Center-Forward,1610612743,1998,8.2,0.9,5.9
719,1629634,Brandon Clarke,1996-09-19T00:00:00,Canada,80.0,215.0,1,Forward,1610612763,2019,11.8,1.5,5.5
720,1626262,Coty Clarke,1992-07-04T00:00:00,USA,79.0,225.0,0,Forward,0,Undrafted,2.0,0.0,0.3
721,203903,Jordan Clarkson,1992-06-07T00:00:00,USA,76.0,194.0,6,Guard,1610612762,2014,17.5,2.2,3.9
722,1628492,Gian Clavell,1993-11-26T00:00:00,Puerto Rico,76.0,185.0,0,Guard,0,Undrafted,2.9,0.4,1.0
723,201964,Victor Claver,1988-08-30T00:00:00,Spain,,,2,,0,2009,3.2,0.7,2.2
724,1127,Charles Claxton,1970-12-13T00:00:00,USA,84.0,265.0,0,Center,1610612738,1994,0.7,0.0,0.7
725,1629651,Nicolas Claxton,1999-04-17T00:00:00,USA,83.0,215.0,1,Forward-Center,1610612751,2019,9.8,0.9,4.3
726,2049,Speedy Claxton,1978-05-08T00:00:00,USA,71.0,170.0,7,Guard,1610612744,2000,9.3,4.3,2.5
727,76402,Jim Cleamons,1949-09-13T00:00:00,USA,75.0,185.0,8,Guard,1610612739,1971,8.3,3.9,3.0
728,2043,Mateen Cleaves,1977-09-07T00:00:00,USA,74.0,210.0,6,Guard,0,2000,3.6,1.9,1.0
729,76403,John Clemens,1943-05-01T00:00:00,USA,78.0,210.0,10,Forward,1610612760,1965,6.7,1.1,3.2
730,1629598,Chris Clemons,1997-07-23T00:00:00,USA,69.0,180.0,1,Guard,1610612745,Undrafted,4.9,0.8,0.9
731,1628499,Antonius Cleveland,1994-02-02T00:00:00,USA,77.0,195.0,2,Guard,1610612742,Undrafted,1.2,0.1,0.8
732,76404,Nat Clifton,1922-10-13T00:00:00,USA,78.0,220.0,7,Center,1610612752,Undrafted,10.0,2.5,8.2
733,76406,Bill Closs,1922-01-08T00:00:00,USA,78.0,195.0,2,Forward,1610612744,Undrafted,9.0,1.9,5.0
734,1569,Keith Closs,1976-04-03T00:00:00,USA,87.0,212.0,3,Center,1610612746,Undrafted,3.9,0.3,2.9
735,76407,Paul Cloyd,1920-06-13T00:00:00,USA,74.0,180.0,0,Guard,1610610037,1947,2.7,0.3,
736,76408,Marion Cluggish,1917-09-18T00:00:00,USA,82.0,235.0,0,Center,1610612752,Undrafted,4.4,0.4,
737,76409,Ben Clyde,1951-06-10T00:00:00,USA,79.0,198.0,0,Forward,1610612738,1974,2.8,0.2,1.6
738,1629599,Amir Coffey,1997-06-17T00:00:00,USA,79.0,210.0,1,Guard-Forward,1610612746,Undrafted,2.9,0.5,0.7
739,76410,Richard Coffey,1965-09-02T00:00:00,USA,78.0,212.0,0,Guard,1610612750,Undrafted,1.3,0.1,1.5
740,76411,Fred Cofield,1962-01-04T00:00:00,USA,75.0,190.0,1,Guard,1610612752,1985,3.4,1.7,1.0
741,715,John Coker,1971-10-28T00:00:00,USA,,,2,,0,Undrafted,1.6,0.1,1.2
742,202708,Norris Cole,1988-10-13T00:00:00,USA,74.0,175.0,6,Guard,1610612748,2011,7.0,2.7,2.0
743,76412,Ben Coleman,1961-11-14T00:00:00,USA,81.0,235.0,4,Forward,1610612755,1984,6.6,0.6,4.1
744,934,Derrick Coleman,1967-06-21T00:00:00,USA,82.0,270.0,14,Forward,0,1990,16.5,2.5,9.3
745,76413,E.C. Coleman,1950-09-25T00:00:00,USA,80.0,225.0,5,Forward,1610612762,1973,7.2,1.3,6.0
746,76414,Jack Coleman,1924-05-23T00:00:00,USA,79.0,195.0,8,Forward,1610612758,1949,10.6,2.8,9.2
747,76415,Norris Coleman,1961-09-27T00:00:00,USA,80.0,210.0,0,Forward,1610612746,1987,5.3,0.4,2.8
748,902,Bimbo Coles,1968-04-22T00:00:00,USA,74.0,182.0,14,Guard,1610612748,1990,7.8,3.9,2.1
749,2044,Jason Collier,1977-09-08T00:00:00,USA,84.0,260.0,5,Center,1610612737,2000,5.6,0.3,2.9
750,76416,Art Collins,1954-04-14T00:00:00,USA,76.0,185.0,0,Guard,1610612737,1976,3.2,0.9,1.4
751,76418,Don Collins,1958-11-28T00:00:00,USA,78.0,190.0,5,Guard,1610612764,1980,9.8,1.8,2.8
752,76421,Doug Collins,1951-07-28T00:00:00,USA,78.0,180.0,7,Guard,1610612755,1973,17.9,3.3,3.2
753,1530,James Collins,1973-11-05T00:00:00,USA,76.0,196.0,0,Guard,1610612746,1997,2.6,0.1,0.6
754,2260,Jarron Collins,1978-12-02T00:00:00,USA,83.0,249.0,9,Center,0,2001,3.9,0.8,2.9
755,2215,Jason Collins,1978-12-02T00:00:00,USA,84.0,255.0,12,Center,1610612751,2001,3.6,0.9,3.7
756,76419,Jimmy Collins,1946-11-24T00:00:00,USA,74.0,175.0,1,Guard,1610612741,1970,3.8,0.9,0.9
757,1628381,John Collins,1997-09-23T00:00:00,USA,81.0,235.0,3,Forward-Center,1610612737,2017,18.3,1.3,7.8
758,200776,Mardy Collins,1984-08-04T00:00:00,USA,78.0,220.0,4,Guard,1610612752,2006,3.9,1.7,1.8
759,202395,Sherron Collins,1987-03-18T00:00:00,USA,71.0,205.0,0,Guard,0,Undrafted,0.9,0.4,0.3
760,1628380,Zach Collins,1997-11-19T00:00:00,USA,83.0,250.0,3,Forward-Center,1610612757,2017,7.0,1.5,6.3
761,1627858,Kyle Collinsworth,1991-10-03T00:00:00,USA,78.0,210.0,1,Guard,1610612742,Undrafted,3.2,1.8,3.3
762,201954,Darren Collison,1987-08-23T00:00:00,USA,72.0,175.0,10,Guard,1610612754,2009,12.5,5.0,2.7
763,2555,Nick Collison,1980-10-26T00:00:00,USA,82.0,255.0,14,Forward-Center,1610612760,2003,5.9,1.0,5.2
764,76422,Joe Colone,1926-01-23T00:00:00,USA,77.0,210.0,0,Forward,1610612752,Undrafted,5.5,0.6,
765,1629045,Bonzie Colson,1996-01-12T00:00:00,USA,78.0,225.0,1,Forward,1610612749,Undrafted,4.9,0.4,3.8
766,2173,Sean Colson,1975-07-01T00:00:00,USA,72.0,175.0,1,Guard,1610612745,Undrafted,1.2,0.8,0.5
767,306,Steve Colter,1962-07-24T00:00:00,USA,75.0,165.0,7,Guard,1610612764,1984,6.3,2.8,2.0
768,76425,Leroy Combs,1961-01-01T00:00:00,USA,80.0,210.0,0,Forward,1610612754,1983,4.5,0.8,1.2
769,76426,Dallas Comegys,1964-08-17T00:00:00,USA,81.0,205.0,1,Center,1610612751,1987,6.0,0.7,3.2
770,76427,Larry Comley,1939-08-17T00:00:00,USA,77.0,210.0,0,Guard,1610612764,1961,2.1,1.0,1.6
771,76428,Gene Conley,1930-11-10T00:00:00,USA,80.0,225.0,5,Center,1610612738,1952,5.9,0.6,6.3
772,201144,Mike Conley,1987-10-11T00:00:00,USA,73.0,175.0,13,Guard,1610612762,2007,16.4,5.5,3.4
773,76429,Ed Conlin,1933-09-02T00:00:00,USA,78.0,200.0,6,Forward,1610612755,1955,10.1,2.0,4.8
774,55,Marty Conlon,1968-01-19T00:00:00,USA,82.0,224.0,8,Center,0,Undrafted,6.5,1.0,3.5
775,1626192,Pat Connaughton,1993-01-06T00:00:00,USA,77.0,209.0,5,Guard,1610612749,2015,6.9,1.3,4.5
776,76431,Lester Conner,1959-09-17T00:00:00,USA,76.0,180.0,11,Guard,1610612744,1982,6.3,3.9,2.7
777,76432,Chuck Connors,1921-04-10T00:00:00,USA,77.0,190.0,1,Forward,1610612738,Undrafted,4.5,0.8,
778,101215,Will Conroy,1982-12-08T00:00:00,USA,74.0,195.0,2,Guard,0,Undrafted,0.4,1.0,0.7
779,76433,Anthony Cook,1967-03-19T00:00:00,USA,81.0,205.0,3,Forward,1610612743,1989,3.6,0.3,3.7
780,76434,Bert Cook,1929-04-26T00:00:00,USA,75.0,185.0,0,Guard,1610612752,1952,3.2,0.9,1.9
781,76438,Bobby Cook,1923-04-01T00:00:00,USA,70.0,155.0,0,Guard,1610610033,1948,11.5,3.1,
782,2567,Brian Cook,1980-12-04T00:00:00,USA,81.0,250.0,9,Center-Forward,1610612747,2003,5.5,0.6,2.6
783,201161,Daequan Cook,1987-04-28T00:00:00,USA,77.0,210.0,6,Guard,1610612748,2007,6.4,0.7,2.1
784,76435,Darwin Cook,1958-08-06T00:00:00,USA,75.0,184.0,7,Guard,1610612751,1980,9.5,3.7,2.1
785,76436,Jeff Cook,1956-10-21T00:00:00,USA,82.0,215.0,7,Forward,1610612756,1978,5.3,1.4,4.5
786,76437,Norm Cook,1955-03-21T00:00:00,USA,80.0,210.0,1,Forward,1610612738,1976,2.4,0.2,1.1
787,2241,Omar Cook,1982-01-28T00:00:00,USA,73.0,190.0,2,Guard,1610612757,2001,1.7,2.1,0.6
788,1626188,Quinn Cook,1993-03-23T00:00:00,USA,73.0,180.0,4,Guard,1610612739,Undrafted,2.9,0.7,0.7
789,1629076,Tyler Cook,1997-09-23T00:00:00,USA,80.0,255.0,1,Forward,1610612765,Undrafted,0.7,0.3,1.5
790,1628429,Charles Cooke,1994-07-01T00:00:00,USA,77.0,196.0,1,Guard,1610612740,Undrafted,0.5,0.1,0.2
791,76439,David Cooke,1963-09-27T00:00:00,USA,80.0,230.0,0,Forward,1610612758,Undrafted,1.5,0.2,1.7
792,76440,Joe Cooke,1948-08-14T00:00:00,USA,75.0,175.0,0,Guard,1610612739,1970,4.3,1.3,1.6
793,204022,Jack Cooley,1991-04-12T00:00:00,USA,82.0,274.0,1,Center-Forward,1610612762,Undrafted,2.9,0.3,2.4
794,76442,Chuck Cooper,1926-09-29T00:00:00,USA,77.0,210.0,5,Forward,1610612738,1950,6.7,1.8,5.9
795,1030,Duane Cooper,1969-06-25T00:00:00,USA,73.0,185.0,1,Guard,1610612747,1992,2.3,2.0,0.7
796,76443,Joe Cooper,1957-09-01T00:00:00,USA,82.0,230.0,2,Center,1610612746,1981,4.5,0.8,4.0
797,76444,Michael Cooper,1956-04-15T00:00:00,USA,79.0,170.0,11,Guard,1610612747,1978,8.9,4.2,3.2
798,76441,Wayne Cooper,1956-11-16T00:00:00,USA,82.0,220.0,13,Center,1610612743,1978,7.9,0.9,6.2
799,76446,Tom Copa,1964-10-30T00:00:00,USA,82.0,275.0,0,Forward,1610612759,Undrafted,1.5,0.1,1.1
800,203142,Chris Copeland,1984-03-17T00:00:00,USA,81.0,239.0,4,Forward,0,Undrafted,5.8,0.6,1.6
801,76447,Hollis Copeland,1955-12-20T00:00:00,USA,78.0,180.0,1,Forward,1610612752,1978,5.0,1.0,1.7
802,76448,Lanard Copeland,1965-07-16T00:00:00,USA,78.0,190.0,1,Forward,1610612755,Undrafted,2.7,0.4,0.5
803,895,Tyrone Corbin,1962-12-31T00:00:00,USA,,,15,Forward,0,1985,9.2,1.8,4.7
804,76450,Chris Corchiani,1968-03-28T00:00:00,USA,72.0,185.0,2,Guard,1610612753,1991,3.7,2.2,1.2
805,76451,Ken Corley,1905-04-04T00:00:00,USA,,,0,,1610610026,Undrafted,0.0,0.0,
806,76452,Ray Corley,1928-01-01T00:00:00,USA,72.0,180.0,2,Guard,1610612755,1949,4.6,1.8,1.8
807,76453,Dave Corzine,1956-04-25T00:00:00,USA,83.0,250.0,12,Center,1610612741,1978,8.5,1.7,5.9
808,76454,Larry Costello,1931-07-02T00:00:00,USA,73.0,186.0,11,Guard,1610612755,1954,12.2,4.6,3.8
809,1627856,Matt Costello,1993-08-05T00:00:00,USA,82.0,240.0,1,Forward-Center,1610612759,Undrafted,1.0,0.5,2.3
810,203955,Bryce Cotton,1992-08-11T00:00:00,USA,73.0,165.0,2,Guard,1610612762,Undrafted,3.8,0.8,0.8
811,76456,Jack Cotton,1924-10-15T00:00:00,USA,79.0,200.0,0,Forward,1610610027,Undrafted,5.1,1.2,
812,1526,James Cotton,1975-12-14T00:00:00,USA,77.0,220.0,1,Guard,0,1997,2.6,0.0,0.8
813,76457,John Coughran,1951-09-12T00:00:00,USA,79.0,225.0,0,Forward,1610612744,1973,2.8,0.5,0.8
814,76458,Mel Counts,1941-10-16T00:00:00,USA,84.0,230.0,11,Center,1610612747,1964,8.3,1.4,6.0
815,76459,Steve Courtin,1942-09-21T00:00:00,USA,73.0,188.0,0,Guard,1610612755,1964,4.2,0.9,0.9
816,1432,Joe Courtney,1969-10-17T00:00:00,USA,80.0,235.0,3,Forward,0,Undrafted,2.8,0.3,1.5
817,202408,Marcus Cousin,1986-12-18T00:00:00,USA,83.0,255.0,1,Forward,1610612762,Undrafted,1.0,0.0,0.8
818,202326,DeMarcus Cousins,1990-08-13T00:00:00,USA,82.0,270.0,9,Center,0,2010,9.6,2.4,7.6
819,600003,Bob Cousy,1928-08-09T00:00:00,USA,73.0,175.0,13,Guard,1610612738,1950,18.4,7.5,5.2
820,203496,Robert Covington,1990-12-14T00:00:00,USA,79.0,209.0,7,Forward,1610612757,Undrafted,8.6,1.7,6.7
821,76462,Dave Cowens,1948-10-25T00:00:00,USA,81.0,230.0,10,Center,1610612738,1970,17.6,3.8,13.6
822,76463,John Cox,1955-12-29T00:00:00,USA,74.0,180.0,0,Guard,1610612764,1978,4.1,0.9,1.4
823,76464,Johnny Cox,1936-11-01T00:00:00,USA,76.0,180.0,0,Guard,1610612764,1959,7.8,1.9,3.8
824,76465,Wesley Cox,1955-01-27T00:00:00,USA,78.0,215.0,1,Forward,1610612744,1977,4.6,0.3,2.8
825,203459,Allen Crabbe,1992-04-09T00:00:00,USA,77.0,212.0,6,Guard-Forward,0,2013,9.1,1.1,2.8
826,1628470,Torrey Craig,1990-12-19T00:00:00,USA,79.0,221.0,3,Forward,1610612756,Undrafted,2.9,0.9,2.4
827,1544,Chris Crawford,1975-05-13T00:00:00,USA,81.0,235.0,7,Forward,1610612737,1997,6.6,0.6,2.2
828,76466,Freddie Crawford,1940-12-23T00:00:00,USA,76.0,189.0,4,Guard,1610612747,1964,6.8,2.1,2.5
829,2037,Jamal Crawford,1980-03-20T00:00:00,USA,77.0,200.0,20,Guard,1610612751,2000,14.6,3.4,2.2
830,201621,Joe Crawford,1986-06-17T00:00:00,USA,77.0,210.0,1,Guard,1610612752,2008,4.5,0.5,2.0
831,202348,Jordan Crawford,1988-10-23T00:00:00,USA,77.0,195.0,5,Guard,1610612764,2010,12.2,3.1,2.5
832,1628249,Mitchell Creek,1992-04-27T00:00:00,Australia,78.0,225.0,1,Forward-Guard,1610612750,Undrafted,4.2,1.2,2.4
833,76468,Jim Creighton,1950-04-18T00:00:00,USA,80.0,200.0,0,Forward,1610612737,1972,1.0,0.1,1.4
834,76469,Ron Crevier,1958-08-14T00:00:00,USA,84.0,235.0,0,Center,1610612765,1983,0.0,0.0,0.3
835,76470,Hal Crisler,1923-12-31T00:00:00,USA,75.0,215.0,0,Forward,1610612738,Undrafted,1.5,0.0,
836,2343,Joe Crispin,1979-07-18T00:00:00,USA,72.0,185.0,1,Guard,1610612756,Undrafted,3.8,1.2,0.5
837,76471,Charlie Criss,1948-11-06T00:00:00,USA,68.0,165.0,7,Guard,1610612737,Undrafted,8.5,3.2,1.4
838,76472,Winston Crite,1965-06-20T00:00:00,USA,79.0,233.0,1,Forward,1610612756,1987,2.8,0.5,2.1
839,201159,Javaris Crittenton,1987-12-31T00:00:00,USA,77.0,200.0,2,Guard,1610612764,2007,5.3,1.8,2.4
840,76473,Dillard Crocker,1925-01-19T00:00:00,USA,76.0,205.0,3,Forward,1610612737,Undrafted,8.8,1.3,2.2
841,76474,Jeffrey Crompton,1955-07-04T00:00:00,USA,83.0,280.0,4,Center,1610612749,1978,1.2,0.3,1.7
